id,name,id_2,startDay,startTime,endDay,endTime,Car,Hov2,Hov3,Truck,Motorcycle,Rv,ablePri2AxlesAuto,ablePri3AxlesAuto,ablePri4AxlesAuto,ablePri2AxlesDualTire,ablePri3AxlesDualTire,ablePri4AxlesDualTire,ablePri2AxlesTNC,ablePri2AxlesTNCPool,ablePri2AxlesTaxi,ablePri2AxlesTaxiPool,ableSec2AxlesAuto,ableSec3AxlesAuto,ableSec4AxlesAuto,ableSec2AxlesDualTire,ableSec3AxlesDualTire,ableSec4AxlesDualTire,ableSec2AxlesTNC,ableSec2AxlesTNCPool,ableSec2AxlesTaxi,ableSec2AxlesTaxiPool,able22AxlesAuto,able23AxlesAuto,road,date
1119020,I78,-1,Monday,00:00:00,Friday,05:00:00,0.6,0.6,0.6,5.85,0.6,5.85,126,52,30,12,249,213,222,214,8,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,I78 : I-78 Br,04-12-1955
1119020,I78,-1,Monday,05:00:00,Tuesday,10:00:00,1,1,1,6.5,1,6.5,110,56,31,13,205,239,200,255,8,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2,I78 : I-78 Br,01-12-1955
1119020,I78,-1,Wednesday,10:00:00,Friday,15:00:00,0.6,0.6,0.6,5.85,0.6,5.85,105,53,23,16,232,251,242,239,8,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,I78 : I-78 Br,01-11-1955
1119022,M-M,-1,Monday,15:00:00,Friday,19:00:00,0.6,0.6,0.6,5.85,0.6,5.85,127,56,24,15,212,236,247,225,5,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2,M-M : Milford-Montague Br,04-12-1955
1119022,M-M,-1,Monday,19:00:00,Friday,23:59:59,1,1,1,6.5,1,6.5,119,60,26,16,239,249,224,202,7,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2,M-M : Milford-Montague Br,01-12-1955
1119022,M-M,-1,Saturday,00:00:00,Sunday,23:59:59,0.6,0.6,0.6,5.85,0.6,5.85,,64,32,16,221,213,211,215,8,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2,M-M : Milford-Montague Br,01-11-1955
1119024,NHL,-1,Monday,00:00:00,Friday,05:00:00,0.6,0.6,0.6,5.85,0.6,5.85,123,50,21,16,208,230,220,231,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2,NHL : New Hope-Lambertville Br,04-12-1955
1119024,NHL,-1,Monday,05:00:00,Friday,10:00:00,1,1,1,6.5,1,6.5,119,57,31,10,210,201,250,243,7,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,NHL : New Hope-Lambertville Br,01-12-1955
1119024,NHL,-1,Monday,10:00:00,Friday,15:00:00,0.6,0.6,0.6,5.85,0.6,5.85,106,54,31,13,240,211,218,200,6,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2,NHL : New Hope-Lambertville Br,01-11-1955
1119026,P-C,-1,Monday,15:00:00,Friday,19:00:00,0.6,0.6,0.6,5.85,0.6,5.85,,64,32,16,240,228,241,234,8,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2,P-C : Portland-Columbia Br,04-12-1955
1119026,P-C,-1,Monday,19:00:00,Friday,23:59:59,1,1,1,6.5,1,6.5,110,57,30,13,254,205,250,216,8,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,P-C : Portland-Columbia Br,01-12-1955
1119026,P-C,-1,Saturday,00:00:00,Sunday,23:59:59,0.6,0.6,0.6,5.85,0.6,5.85,103,52,25,10,254,209,228,236,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,P-C : Portland-Columbia Br,01-11-1955
1119028,T-M,-1,Saturday,00:00:00,Sunday,23:59:59,0.6,0.6,0.6,5.85,0.6,5.85,103,52,25,10,254,209,228,236,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,T-M : Trenton-Morrisville Br,04-12-1955
1119028,T-M,-1,Monday,05:00:00,Wednesday,10:00:00,1,1,1,6.5,1,6.5,127,52,23,13,212,225,255,205,7,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,T-M : Trenton-Morrisville Br,01-12-1955
1119028,T-M,-1,Monday,10:00:00,Friday,15:00:00,0.6,0.6,0.6,5.85,0.6,5.85,119,59,31,13,223,211,212,237,6,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,T-M : Trenton-Morrisville Br,01-11-1955
1119050,Scudder,-1,Thursday,15:00:00,Friday,19:00:00,0.75,0.75,0.75,6.3,0.75,6.3,126,57,31,14,200,210,231,240,7,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,Scudder Falls (I-295) Toll Bridge,04-12-1955
1119050,Scudder,-1,Monday,19:00:00,Friday,23:59:59,1.25,1.25,1.25,7,1.25,7,128,64,32,16,221,252,226,221,8,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2,Scudder Falls (I-295) Toll Bridge,01-12-1955
1119050,Scudder,-1,Saturday,00:00:00,Sunday,23:59:59,0.75,0.75,0.75,6.3,0.75,6.3,115,63,29,12,231,248,227,207,8,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2,Scudder Falls (I-295) Toll Bridge,01-11-1955
1119034,TIB,-1,Monday,00:00:00,Friday,05:00:00,1.5,1.5,1.5,3.75,1.5,3.75,123,58,25,11,202,255,219,248,6,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2,Townsends Inlet Bridge,04-12-1955
1119038,MTB,-1,Monday,05:00:00,Friday,10:00:00,1.5,1.5,1.5,3.75,1.5,3.75,126,59,29,13,237,254,231,222,6,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,Middle Thorofare Bridge,01-12-1955
1119030,TPB,-1,Monday,05:00:00,Tuesday,10:00:00,3,3,3,12,3,5,110,56,31,13,205,239,200,255,8,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2,Tacony-Palmyra Bridge,01-11-1955
1119025,BBB,-1,Wednesday,10:00:00,Friday,15:00:00,3,3,3,12,3,5,105,53,23,16,232,251,242,239,8,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,Burlington-Bristol Bridge,04-12-1955
1119032,Dingman's,-1,Monday,15:00:00,Friday,19:00:00,-1,-1,-1,-1,-1,-1,127,56,24,15,212,236,247,225,5,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2,Dingman's Ferry Bridge,01-12-1955
1119027,Margate,-1,Monday,19:00:00,Friday,23:59:59,1.4,1.4,1.4,1.4,1.4,1.4,119,60,26,16,239,249,224,202,7,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2,Margate Bridge/Downbeach Express,01-11-1955
1260000,01:00,-1,Thursday,15:00:00,Friday,19:00:00,-1,-1,-1,-1,-1,-1,126,57,31,14,200,210,231,240,7,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,New Jersey Turnpike,04-12-1955
1260002,02:00,-1,Monday,19:00:00,Friday,23:59:59,-1,-1,-1,-1,-1,-1,128,64,32,16,221,252,226,221,8,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2,New Jersey Turnpike,01-12-1955
1260004,03:00,-1,Saturday,00:00:00,Sunday,23:59:59,-1,-1,-1,-1,-1,-1,115,63,29,12,231,248,227,207,8,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2,New Jersey Turnpike,01-11-1955
1260006,04:00,-1,Monday,00:00:00,Friday,05:00:00,-1,-1,-1,-1,-1,-1,123,58,25,11,202,255,219,248,6,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2,New Jersey Turnpike,04-12-1955
1260008,05:00,-1,Monday,05:00:00,Friday,10:00:00,-1,-1,-1,-1,-1,-1,126,59,29,13,237,254,231,222,6,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,New Jersey Turnpike,01-12-1955
1260010,06:00,-1,Monday,10:00:00,Friday,15:00:00,-1,-1,-1,-1,-1,-1,126,53,26,12,245,238,200,209,6,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2,New Jersey Turnpike,01-11-1955
1260013,06A:,-1,Tuesday,15:00:00,Saturday,19:00:00,4.1,4.1,4.1,6.65,4.1,4.1,119,64,28,15,235,243,224,204,8,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,New Jersey Turnpike,04-12-1955
1260014,07:00,-1,Monday,15:00:00,Friday,19:00:00,-1,-1,-1,-1,-1,-1,119,64,28,15,235,243,224,204,8,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,New Jersey Turnpike,01-12-1955
1260016,07A:,-1,Monday,19:00:00,Friday,23:59:59,-1,-1,-1,-1,-1,-1,128,64,32,16,223,217,203,229,8,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2,New Jersey Turnpike,01-11-1955
1260018,08:00,-1,Saturday,00:00:00,Sunday,23:59:59,-1,-1,-1,-1,-1,-1,117,57,29,10,220,253,200,236,5,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2,New Jersey Turnpike,04-12-1955
1260020,08A:,-1,Monday,00:00:00,Friday,05:00:00,-1,-1,-1,-1,-1,-1,126,52,30,12,249,213,222,214,8,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,New Jersey Turnpike,01-12-1955
1260022,09:00,-1,Monday,05:00:00,Tuesday,10:00:00,-1,-1,-1,-1,-1,-1,110,56,31,13,205,239,200,255,8,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2,New Jersey Turnpike,01-11-1955
1260024,10:00,-1,Wednesday,10:00:00,Friday,15:00:00,-1,-1,-1,-1,-1,-1,105,53,23,16,232,251,242,239,8,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,New Jersey Turnpike,04-12-1955
1260026,11:00,-1,Monday,15:00:00,Friday,19:00:00,-1,-1,-1,-1,-1,-1,127,56,24,15,212,236,247,225,5,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2,New Jersey Turnpike,01-12-1955
1260028,12:00,-1,Monday,19:00:00,Friday,23:59:59,-1,-1,-1,-1,-1,-1,119,60,26,16,239,249,224,202,7,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2,New Jersey Turnpike,01-11-1955
1260030,13:00,-1,Saturday,00:00:00,Sunday,23:59:59,-1,-1,-1,-1,-1,-1,,64,32,16,221,213,211,215,8,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2,New Jersey Turnpike,04-12-1955
1260032,13A:,-1,Monday,00:00:00,Friday,05:00:00,-1,-1,-1,-1,-1,-1,123,50,21,16,208,230,220,231,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2,New Jersey Turnpike,01-12-1955
1260034,14:00,-1,Monday,05:00:00,Friday,10:00:00,-1,-1,-1,-1,-1,-1,119,57,31,10,210,201,250,243,7,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,New Jersey Turnpike,01-11-1955
1260036,14A:,-1,Monday,10:00:00,Friday,15:00:00,-1,-1,-1,-1,-1,-1,106,54,31,13,240,211,218,200,6,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2,New Jersey Turnpike,04-12-1955
1260038,14B:,-1,Monday,15:00:00,Friday,19:00:00,-1,-1,-1,-1,-1,-1,,64,32,16,240,228,241,234,8,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2,New Jersey Turnpike,01-12-1955
1260040,14C:,-1,Monday,19:00:00,Friday,23:59:59,-1,-1,-1,-1,-1,-1,110,57,30,13,254,205,250,216,8,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,New Jersey Turnpike,01-11-1955
1260042,15E:,-1,Saturday,00:00:00,Sunday,23:59:59,-1,-1,-1,-1,-1,-1,103,52,25,10,254,209,228,236,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,New Jersey Turnpike,04-12-1955
1260044,15W:,-1,Saturday,00:00:00,Sunday,23:59:59,-1,-1,-1,-1,-1,-1,103,52,25,10,254,209,228,236,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,New Jersey Turnpike,01-12-1955
1260046,15X:,-1,Monday,05:00:00,Wednesday,10:00:00,-1,-1,-1,-1,-1,-1,127,52,23,13,212,225,255,205,7,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,New Jersey Turnpike,01-11-1955
1260048,16E:,-1,Monday,10:00:00,Friday,15:00:00,-1,-1,-1,-1,-1,-1,119,59,31,13,223,211,212,237,6,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,New Jersey Turnpike,04-12-1955
1260050,16W:,-1,Thursday,15:00:00,Friday,19:00:00,-1,-1,-1,-1,-1,-1,126,57,31,14,200,210,231,240,7,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,New Jersey Turnpike,01-12-1955
1260052,17S:,-1,Monday,19:00:00,Friday,23:59:59,3.75,3.75,3.75,6.95,3.75,3.75,128,64,32,16,221,252,226,221,8,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2,New Jersey Turnpike,01-11-1955
1260054,18W:,-1,Saturday,00:00:00,Sunday,23:59:59,-1,-1,-1,-1,-1,-1,115,63,29,12,231,248,227,207,8,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2,New Jersey Turnpike,04-12-1955
1260056,18E:,-1,Monday,00:00:00,Friday,05:00:00,-1,-1,-1,-1,-1,-1,123,58,25,11,202,255,219,248,6,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2,New Jersey Turnpike,01-12-1955
1260060,19W:,-1,Monday,05:00:00,Friday,10:00:00,1.95,1.95,1.95,3,1.95,1.95,126,59,29,13,237,254,231,222,6,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,New Jersey Turnpike,01-11-1955
1260013,06A:,-1,Saturday,00:00:00,Sunday,23:59:59,3,3,3,6.3,3,3,117,57,29,10,220,253,200,236,5,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2,New Jersey Turnpike,04-12-1955
1260052,17S:,-1,Monday,00:00:00,Friday,05:00:00,2.6,2.6,2.6,6.6,2.6,2.6,126,52,30,12,249,213,222,214,8,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,New Jersey Turnpike,01-11-1955
1260060,19W:,-1,Monday,05:00:00,Tuesday,10:00:00,1.55,1.55,1.55,2.85,1.55,1.55,110,56,31,13,205,239,200,255,8,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2,New Jersey Turnpike,01-11-1955
1099000,Atlantic,-1,Tuesday,15:00:00,Saturday,19:00:00,-1,-1,-1,-1,-1,-1,119,64,28,15,235,243,224,204,8,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,Atlantic Beach Toll Bridge,04-12-1955
1099001,Atlantic,-1,Monday,15:00:00,Friday,19:00:00,-1,-1,-1,-1,-1,-1,119,64,28,15,235,243,224,204,8,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,Atlantic Beach Toll Bridge,01-12-1955
1099002,95,-1,Monday,19:00:00,Friday,23:59:59,1.35,1.35,1.35,4.9,1.35,4.9,128,64,32,16,223,217,203,229,8,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2,Bear Mountain Bridge,01-11-1955
1099012,92,-1,Saturday,00:00:00,Sunday,23:59:59,1.35,1.35,1.35,4.9,1.35,4.9,117,57,29,10,220,253,200,236,5,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2,Kingston-Rhinecliff Bridge,04-12-1955
1099018,93,-1,Monday,00:00:00,Friday,05:00:00,1.35,1.35,1.35,4.9,1.35,4.9,126,52,30,12,249,213,222,214,8,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,Mid-Hudson Bridge,01-12-1955
1099020,94,-1,Monday,05:00:00,Tuesday,10:00:00,1.35,1.35,1.35,4.9,1.35,4.9,110,56,31,13,205,239,200,255,8,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2,Newburgh-Beacon Bridge,01-11-1955
1099032,91,-1,Wednesday,10:00:00,Friday,15:00:00,1.35,1.35,1.35,4.9,1.35,4.9,105,53,23,16,232,251,242,239,8,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,Rip Van Winkle Bridge,04-12-1955
1099022,Ogdensburg-Prescott,-1,Monday,15:00:00,Friday,19:00:00,-1,-1,-1,-1,-1,-1,127,56,24,15,212,236,247,225,5,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2,Ogdensburg-Prescott Bridge,01-12-1955
1099023,Ogdensburg-Prescott,-1,Monday,19:00:00,Friday,23:59:59,-1,-1,-1,-1,-1,-1,119,60,26,16,239,249,224,202,7,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2,Ogdensburg-Prescott Bridge,01-11-1955
1099014,Lewston-Queenston,-1,Saturday,00:00:00,Sunday,23:59:59,4,4,4,6,4,4,,64,32,16,221,213,211,215,8,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2,Lewston-Queenston Bridge,04-12-1955
1099060,Whirlpool,-1,Monday,00:00:00,Friday,05:00:00,4,4,4,6,4,4,123,50,21,16,208,230,220,231,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2,Whirlpool Rapids Bridge,01-12-1955
1099030,Rainbow,-1,Monday,05:00:00,Friday,10:00:00,4,4,4,6,4,4,119,57,31,10,210,201,250,243,7,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,Rainbow Bridge,01-11-1955
1099024,PB4,-1,Monday,10:00:00,Friday,15:00:00,3.75,3.75,3.75,7,3.75,3.75,106,54,31,13,240,211,218,200,6,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2,Peace Bridge,04-12-1955
1099026,Prospect,-1,Monday,15:00:00,Friday,19:00:00,-1,-1,-1,-1,-1,-1,,64,32,16,240,228,241,234,8,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2,Prospect Mountain Vet. Memorial Highway,01-12-1955
1099036,60,-1,Monday,19:00:00,Friday,23:59:59,3,3,3,6.75,3,4.5,110,57,30,13,254,205,250,216,8,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,Thousand Islands Bridge,01-11-1955
1099034,Seaway,-1,Saturday,00:00:00,Sunday,23:59:59,2.7,2.7,2.7,6.75,2.7,2.7,103,52,25,10,254,209,228,236,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,Seaway International (Cornwall-Massena) Bridge,04-12-1955
1099035,Seaway,-1,Saturday,00:00:00,Sunday,23:59:59,2.7,2.7,2.7,6.75,2.7,2.7,103,52,25,10,254,209,228,236,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,Seaway International (Cornwall-Massena) Bridge,01-12-1955
1099004,BWB(03),-1,Monday,05:00:00,Wednesday,10:00:00,6.12,6.12,6.12,11.06,2.66,6.12,127,52,23,13,212,225,255,205,7,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,The Bronx-Whitestone Bridge,01-11-1955
1099005,BWB(03),-1,Monday,10:00:00,Friday,15:00:00,6.12,6.12,6.12,11.06,2.66,6.12,119,59,31,13,223,211,212,237,6,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,The Bronx-Whitestone Bridge,04-12-1955
1099038,TNB(09),-1,Thursday,15:00:00,Friday,19:00:00,6.12,6.12,6.12,11.06,2.66,6.12,126,57,31,14,200,210,231,240,7,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,Throgs Neck Bridge,01-12-1955
1099039,TNB(09),-1,Monday,19:00:00,Friday,23:59:59,6.12,6.12,6.12,11.06,2.66,6.12,128,64,32,16,221,252,226,221,8,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2,Throgs Neck Bridge,01-11-1955
1099040,RFB(22),-1,Saturday,00:00:00,Sunday,23:59:59,6.12,6.12,6.12,11.06,2.66,6.12,115,63,29,12,231,248,227,207,8,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2,Triborough (Robert F. Kennedy Bridge),04-12-1955
1099041,RFB(22),-1,Monday,00:00:00,Friday,05:00:00,6.12,6.12,6.12,11.06,2.66,6.12,123,58,25,11,202,255,219,248,6,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2,Triborough (Robert F. Kennedy Bridge),01-12-1955
1099048,RFB(22),-1,Monday,05:00:00,Friday,10:00:00,6.12,6.12,6.12,11.06,2.66,6.12,126,59,29,13,237,254,231,222,6,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,Triborough (Robert F. Kennedy Bridge),01-11-1955
1099006,HCT(28),-1,Monday,10:00:00,Friday,15:00:00,6.12,6.12,6.12,11.06,2.66,6.12,126,53,26,12,245,238,200,209,6,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2,Hugh L Carey (Brooklyn-Battery Tunnel),04-12-1955
1099007,HCT(28),-1,Tuesday,15:00:00,Saturday,19:00:00,6.12,6.12,6.12,11.06,2.66,6.12,119,64,28,15,235,243,224,204,8,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,Hugh L Carey (Brooklyn-Battery Tunnel),01-12-1955
1099028,QMT(27),-1,Monday,15:00:00,Friday,19:00:00,6.12,6.12,6.12,11.06,2.66,6.12,119,64,28,15,235,243,224,204,8,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,Queens Midtown Tunnel,01-11-1955
1099029,QMT(27),-1,Monday,19:00:00,Friday,23:59:59,6.12,6.12,6.12,11.06,2.66,6.12,128,64,32,16,223,217,203,229,8,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2,Queens Midtown Tunnel,04-12-1955
1099042,VNB(30),-1,Saturday,00:00:00,Sunday,23:59:59,6.12,6.12,6.12,22.12,2.66,6.12,117,57,29,10,220,253,200,236,5,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2,Verrazano-Narrows Bridge,01-12-1955
1099043,VNB(30),-1,Monday,00:00:00,Friday,05:00:00,6.12,6.12,6.12,22.12,2.66,6.12,126,52,30,12,249,213,222,214,8,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,Verrazano-Narrows Bridge,01-11-1955
1099010,HHB(24),-1,Monday,05:00:00,Tuesday,10:00:00,2.8,2.8,2.8,-1,1.91,2.8,110,56,31,13,205,239,200,255,8,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2,Henry Hudson Bridge,04-12-1955
1099011,HHB(24),-1,Wednesday,10:00:00,Friday,15:00:00,2.8,2.8,2.8,-1,1.91,2.8,105,53,23,16,232,251,242,239,8,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,Henry Hudson Bridge,01-12-1955
1099008,CBB(26),-1,Monday,15:00:00,Friday,19:00:00,2.29,2.29,2.29,5.53,1.91,2.29,127,56,24,15,212,236,247,225,5,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2,Cross Bay Veterans Memorial Bridge,01-11-1955
1099009,CBB(26),-1,Monday,19:00:00,Friday,23:59:59,2.29,2.29,2.29,5.53,1.91,2.29,119,60,26,16,239,249,224,202,7,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2,Cross Bay Veterans Memorial Bridge,04-12-1955
1099016,MPB(25),-1,Saturday,00:00:00,Sunday,23:59:59,2.29,2.29,2.29,5.53,1.91,2.29,,64,32,16,221,213,211,215,8,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2,Marine Parkway-Gil Hodges Memorial Bridge,01-12-1955
1099044,Whiteface,-1,Monday,00:00:00,Friday,05:00:00,-1,-1,-1,-1,-1,-1,123,50,21,16,208,230,220,231,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2,Whiteface Mountain Vet. Memorial Highway,01-11-1955
1119001,GWP,-1,Monday,05:00:00,Friday,10:00:00,11.75,7.75,7.75,33,10.75,33,119,57,31,10,210,201,250,243,7,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,George Washington Bridge,04-12-1955
1119001,GWP,-1,Monday,10:00:00,Friday,15:00:00,13.75,7.75,7.75,38,12.75,38,106,54,31,13,240,211,218,200,6,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2,George Washington Bridge,01-12-1955
1119001,GWP,-1,Monday,15:00:00,Friday,19:00:00,11.75,7.75,7.75,36,10.75,36,,64,32,16,240,228,241,234,8,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2,George Washington Bridge,01-11-1955
1119001,GWP,-1,Monday,19:00:00,Friday,23:59:59,13.75,7.75,7.75,38,12.75,38,110,57,30,13,254,205,250,216,8,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,George Washington Bridge,04-12-1955
1119001,GWP,-1,Saturday,00:00:00,Sunday,23:59:59,11.75,7.75,7.75,36,10.75,36,103,52,25,10,254,209,228,236,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,George Washington Bridge,01-12-1955
1119001,GWP,-1,Saturday,00:00:00,Sunday,23:59:59,11.75,7.75,7.75,33,10.75,33,103,52,25,10,254,209,228,236,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,George Washington Bridge,01-11-1955
1119001,GWP,-1,Monday,05:00:00,Wednesday,10:00:00,11.75,7.75,7.75,36,10.75,36,127,52,23,13,212,225,255,205,7,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,George Washington Bridge,04-12-1955
1119002,GWU,-1,Monday,10:00:00,Friday,15:00:00,11.75,7.75,7.75,33,10.75,33,119,59,31,13,223,211,212,237,6,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,George Washington Bridge,01-12-1955
1119002,GWU,-1,Thursday,15:00:00,Friday,19:00:00,13.75,7.75,7.75,38,12.75,38,126,57,31,14,200,210,231,240,7,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,George Washington Bridge,01-11-1955
1119002,GWU,-1,Monday,19:00:00,Friday,23:59:59,11.75,7.75,7.75,36,10.75,36,128,64,32,16,221,252,226,221,8,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2,George Washington Bridge,04-12-1955
1119002,GWU,-1,Saturday,00:00:00,Sunday,23:59:59,13.75,7.75,7.75,38,12.75,38,115,63,29,12,231,248,227,207,8,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2,George Washington Bridge,01-12-1955
1119002,GWU,-1,Monday,00:00:00,Friday,05:00:00,11.75,7.75,7.75,36,10.75,36,123,58,25,11,202,255,219,248,6,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2,George Washington Bridge,01-11-1955
1119002,GWU,-1,Monday,05:00:00,Friday,10:00:00,11.75,7.75,7.75,33,10.75,33,126,59,29,13,237,254,231,222,6,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,George Washington Bridge,04-12-1955
1119002,GWU,-1,Monday,10:00:00,Friday,15:00:00,11.75,7.75,7.75,36,10.75,36,126,53,26,12,245,238,200,209,6,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2,George Washington Bridge,01-12-1955
